comment_id,video_id,text_original,text_final,sentiment
UgyBrkEN-huW_tPGm7B4AaABAg,F6fgLwUeeqI,"41:22 bang Panjdi udah ngomong inggris berarti marahnya udah beneran marah banget sih ini.
semoga sehal selalu dan terus mengedukasi dan memberikan kami masyarakat sipil informasi-informasi sperti ini mas. 

Terima kasih banyak mas Pandji",panjdi sudah bicara inggris arti marah sudah benar marah banget selalu edukasi beri masyarakat sipil informasi informasi terima kasih pandji,positif
UgzkoI_JfjK_CHukxwp4AaABAg,7CLZkPwhEG4,"sangat setuju rakyat /masysrakat kembalikan  UU TNI DWIFUNGSI  ABRI  , UUD1945 dan GBHN",sangat setuju rakyat masysrakat uu_tni dwifungsi abri uud_1945 gbhn,positif
Ugyv-96RQHaQuLLN2q14AaABAg,7CLZkPwhEG4,"Terlalu berlebihan, tidak pengaruh kerakyatan kecil mah,rakyat kecilah aman damai,harga murah bansos lancar,,yang takut mah menengah keatas",terlalu lebih tidak pengaruh rakyat kecil rakyat keci aman damai harga murah bansos lancar takut tengah atas,positif
UgxSwzu6ZT4Hf0AmLrV4AaABAg,7CLZkPwhEG4,UU TNI bagus...krn NKRI memang sdg kacau...jadi peran TNI sangat dibutuhkan.Disamping itu...biaya pendidikan seorang TNI itu sangat mahal...jadi harus diberdayakan dgn baik.,uu_tni bagus nkri memang sedang kacau peran tni sangat butuh samping biaya didik tni sangat mahal daya baik,positif
Ugx2WxSbjTtWmpwR4yB4AaABAg,sg8Mzx0fZbU,"tapi yang belanja lebaran skrg kayaknya aman2 yaa bang,. malah ampe over load tuh gudang2 kurir penjualan online,.",belanja lebaran kayak aman aman malah over load gudang gudang kurir jual online,positif
Ugx5V7oDT5egM5EC7dJ4AaABAg,7CLZkPwhEG4,"Revisi undang-undang TNI dapat memiliki beberapa dampak bagi warga biasa, tergantung pada isi revisi tersebut. Beberapa dampaknya bisa berupa:

Peningkatan Peran TNI dalam Kehidupan Sipil: Jika revisi tersebut memperluas peran TNI dalam bidang non-militer, seperti terlibat dalam penanganan bencana alam atau menjaga keamanan dalam negeri, warga biasa mungkin akan merasakan lebih banyak interaksi dengan TNI dalam kegiatan sehari-hari.

Pengaruh terhadap Hak Asasi Manusia (HAM): Jika revisi tersebut memberi TNI kewenangan yang lebih besar dalam pengawasan atau penegakan hukum, hal ini bisa berdampak pada kebebasan sipil dan hak asasi manusia, seperti potensi pelanggaran hak warga.

Keamanan dalam Negeri: Dalam beberapa kasus, peningkatan peran TNI dalam menjaga ketertiban dalam negeri dapat meningkatkan rasa aman bagi masyarakat, tetapi jika tidak dikelola dengan hati-hati, bisa menyebabkan ketegangan sosial atau penyalahgunaan kekuasaan.

Pengaruh pada Struktur Pemerintahan Sipil: Revisi undang-undang ini bisa berdampak pada hubungan antara institusi sipil dan militer, yang mungkin mempengaruhi kebijakan pemerintahan yang lebih mengutamakan kepentingan militer daripada kebutuhan sipil.

Pembangunan Infrastruktur dan Pemberdayaan Daerah: Dalam beberapa revisi, TNI dapat lebih aktif dalam pembangunan infrastruktur di daerah terpencil, yang dapat menguntungkan warga biasa dengan meningkatkan fasilitas umum atau aksesibilitas.

Namun, dampak spesifik dari revisi ini akan sangat bergantung pada konten undang-undang yang sedang direvisi dan implementasinya di lapangan.",revisi undang undang tni milik beberapa dampak warga biasa gantung isi revisi sebut beberapa dampak upa tingkat peran tni hidup sipil revisi sebut luas peran tni bidang non militer libat tangan bencana alam jaga aman negeri warga biasa rasa lebih interaksi tni giat hari hari pengaruh hak asasi manusia ham revisi sebut beri tni wenang lebih besar awas tega hukum dampak bebas sipil hak asasi manusia potensi langgar hak warga aman negeri beberapa kasus tingkat peran tni jaga tertib negeri tingkat rasa aman masyarakat tidak kelola hati hati tegang sosial penyalahgunaan kekuasaan pengaruh struktur pemerintahan sipil revisi und,positif
Ugz-MDBZTfB9wOI6v894AaABAg,MxCqHoldj2Y,Udah bener itu.....!  Sipil jadi pemimpin  korupsiNya malah gila gilaan,sudah benar sipil pemimpin korupsi malah gila gila,positif
Ugxfhsim7fGFUwB95xt4AaABAg,sg8Mzx0fZbU,"Gua dapat infonya begini nyari2 di Google:

A. Penambahan Tugas Pokok TNI dalam Operasi Militer Selain Perang (OMSP): Pasal 7 RUU TNI menambahkan dua tugas baru dalam OMSP, sehingga totalnya menjadi 16 tugas. Dua tugas tambahan tersebut adalah:​
1. Membantu dalam upaya menanggulangi ancaman siber.​
2. Membantu dalam melindungi dan menyelamatkan warga negara serta kepentingan nasional di luar negeri.​

B. Penambahan Kementerian/Lembaga yang Dapat Diisi oleh Prajurit TNI Aktif: Revisi Pasal 47 meningkatkan jumlah kementerian/lembaga yang dapat diisi oleh prajurit TNI aktif dari sebelumnya 10 menjadi 14. Kementerian/lembaga tambahan tersebut meliputi:​
1. Badan Nasional Pengelola Perbatasan (BNPP).​
2. Badan Nasional Penanggulangan Bencana (BNPB).​
3. Badan Nasional Penanggulangan Terorisme (BNPT).​
4. Badan Keamanan Laut (Bakamla).​
5. Kejaksaan Republik Indonesia.​

Nomor 1 sampe 4 setau gua emang TNI dah, kecuali nomor 5 (kejaksaan). Misal nomor 4 (Badan Keamanan Laut) klo ada pembajak, ada kapal asing yang masuk wilayah Indonesia, bukannya yang counter itu TNI ya? sipil mana berani, Yang diprotes yang mana si?? aseli gua ga mudeng. 🙏🙏🙏🙏🙏

Kalau ada link video atau pembahasan ttg permasalahan RUU TNI boleh lah di share 🙏🙏🙏🙏

Update, udah dapet di channelnya Bang Pandji yang menjelaskan => https://www.youtube.com/watch?v=F6fgLwUeeqI",info nyari nyari google tambah tugas pokok tni operasi militer perang omsp pasal ruu_tni tambah tugas omsp total tugas tugas tambah sebut bantu upaya tanggulang ancam siber bantu lindung selamat warga negara penting nasional luar negeri tambah menteri lembaga isi prajurit tni aktif revisi pasal tingkat jumlah menteri lembaga isi prajurit tni aktif belum menteri lembaga tambah sebut liput badan nasional kelola batas bnpp badan nasional tanggulang bencana bnpb badan nasional tanggulang terorisme bnpt badan aman laut bakamla jaksa republik indonesia nomor tau memang tni sudah nomor jaksa misal nomor badan aman laut bajak kapal,positif
UgySXTeWgipRV98xn714AaABAg,7CLZkPwhEG4,Kalo liat poin tambahannya sih terlihat aman2 aja. Tapi prakteknya selalu beda. Ya begitulah di negara kita.,lihat poin tambah lihat aman aman praktek selalu beda negara,positif
Ugw29giYzH7upOAowJV4AaABAg,sg8Mzx0fZbU,"Selama roki garung masih bisa bangun di hari esok untuk kritik pedas ke Pemerintah, harusnya masih aman-aman aja😅",lama roki garung bangun hari esok kritik pedas pemerintah aman aman emo_other,positif
UgwURFctd86W70ovrgV4AaABAg,7CLZkPwhEG4,Sebagai rakyat biasa sangat mendukung UU TNI,rakyat biasa sangat dukung uu_tni,positif
UgwJCbiqS7OJTv7dteh4AaABAg,sg8Mzx0fZbU,"mau jadi Orba, mau militer, mau negara berubah jadi Komunis, kerajaan, khilafah... RAKYAT HANYA BUTUH DAMAI, AMAN DAN MAKMUR..!!10 tahun lagi harapan presiden skg.. klo masih gini2 aja mending bubar aja... negara bagian Masing2",orde militer negara ubah komunis raja khilafah rakyat butuh damai aman makmur tahun harap presiden mending bubar negara,positif
UgxPJ8aCHgCP2duG9JF4AaABAg,7CLZkPwhEG4,Saya sebagai rakyat Indonesia setuju dgn RUU TNI. Sebab tidak ada lagi yg bisa dipercaya selain TNI selalu dihati. Saya yakin Indonesia akan aman dgn TNI. Dibanding polisi . TNI tidak pernah melindungi  anak buahnya yg salah,rakyat indonesia setuju ruu_tni tidak percaya tni selalu hati yakin indonesia aman tni banding polisi tni tidak pernah lindung anak buah salah,positif
UgzNYtPUKQyJoX19my54AaABAg,7CLZkPwhEG4,Kami sebagai rakyat sipil setuju UU TNI.. kami mendukung..,rakyat sipil setuju uu_tni dukung,positif
UgypSJTbLqbom64nWdR4AaABAg,7CLZkPwhEG4,"Semoga Negara Kesatuan Republik Indonesia Selalu Aman,damai,Sejahtera,Bahagia,terhindar Dari Adanya Marabahya ,dan Selalu Berada Di Dalam Perlindungan Allah Subhanahuwataala,aamiiiiin",negara satu republik indonesia selalu aman damai sejahtera bahagia hindar marabahya selalu lindung allah subhanahuwataala aamiin,positif
UgyG6nSbvtJNrcadzd94AaABAg,KjXe214MfwQ,YG NOLAK KAN KADER KADER HTI…MUMPUNG SEKARANG SEHARUSNYA KITA SIKAT KE AKAR AKARNYA.. MEREKA DURI DALAM DAGING NKRI..PEMERINTAH HARUS GERAKKAN PETRUS SPT JAMAN ORDE BARU BIAR RAKYAT HIDUP TENANG AMAN DAN TENTERAM..,nolak kader kader hti mumpung sikat akar akar duri daging nkri pemerintah gerak petrus jaman orde rakyat hidup tenang aman tenteram,positif
Ugxr6ZHQWY54lZG5sDx4AaABAg,7CLZkPwhEG4,Sipil banyak korupsi nya....udah bener pake TNI,sipil korupsi sudah benar pakai tni,positif
UgxUIs13TZHfTwPI1xB4AaABAg,KjXe214MfwQ,"Kalau itu di sahkan, mereka akan menempati jabatan sipil. Mereka sudah dapat perkerjaan ditambah dengan pekerjaan lainnya. Gaji di atas gaji. Sementara kita masih banyak butuh pekerjaan. Tiba² mereka menduduki pekerjaan, sementara mereka sudah bekerja di pertahanan.
Tiba² kangen Sosok Gusdur",sahkan tempat jabatan sipil sudah kerja tambah kerja gaji atas gaji butuh kerja tiba tiba duduk kerja sudah kerja tahan tiba tiba kangen sosok gusdur,positif
Ugw43mAdwLcoP0rkDRZ4AaABAg,KjXe214MfwQ,"Hmm sebenarnya kalo pejabat yang menjabat nya BENER secara mental & akal sih aman2 aja, TAPIIII menurut pendapat ku sebagai anak seorang tentara ya, bahwa pejabat yg bener itu yaaa kaya Jenderal Sudirman lah standar nya, tapi menurut ku setelah beliau belum ada lagi yg serupa atau minimal mendekati pun belum",pejabat jabat benar mental akal aman aman ku anak tentara pejabat benar jenderal sudirman standar ku beliau belum rupa minimal dekat belum,positif
UgxI7iJMmdHP9f6QPGF4AaABAg,sg8Mzx0fZbU,"Kok ada ada penjelasan tentang UU TNI nya?
Apa bener UU TNI bakal jadi rezim militer? 
Malah ngasih contoh negara yang beneran rezim militer 

Gimana sih...",mengapa jelas uu_tni nyai benar uu_tni bakal pemerintah militer malah ngasih contoh negara benar pemerintah militer,positif
UgxDYwowtfB8NTwLqZV4AaABAg,7CLZkPwhEG4,"BAGUS DONG TNI DI LIBATKAN , KOLABORASI , SAYA SETUJU , BERSINERGI , KOMPAK, SOLID , NEGARA LEBIH AMAN , LEBIH KEPADA BERSIH , MANUSIAWI , BERWIBAWA❤❤❤❤ GBU ALL TNI & POLRI",bagus tni libat kolaborasi setuju sinergi kompak solid negara lebih aman lebih bersih manusiawi wibawa emo_pos gbu tni polri,positif
UgxFcAAUPA-_hjaU4bB4AaABAg,7CLZkPwhEG4,Terus maju demi kesejahteraan rakyat.... setuju dgn revisi UU TNI.... demokrasi sdh kebablasan... reformasi gagal,maju sejahtera rakyat setuju revisi uu_tni demokrasi sudah bablas reformasi gagal,positif
Ugx5ufMwT0R1nUqYT394AaABAg.AFnZEgNHGMRAFpGlbUMJWR,KjXe214MfwQ,Sebenarnya negara ini aman aman aja cuma ggr ada tikus tikus yang nylempet yang trus berkembang biak negara pelan2 mo ancur ggr mereka tu!,negara aman aman gara gara tikus tikus nylempet kembang biak negara pelan pelan hancur gara gara,positif
UgzZRawpzMDuU9Sus8l4AaABAg,7CLZkPwhEG4,saya setuju dengan UU TNI. insyaallah mereka lebih disiplin. sehingga membatasi kekuatan asing untuk masuk ke lembaga2 vital negara,setuju uu_tni insyaallah lebih disiplin batas kuat asing masuk lembaga lembaga vital negara,positif
Ugx3-kICO9qaMMQBlMF4AaABAg,sg8Mzx0fZbU,Dulu ketika prabowo oposisi selalu di teriakin orba2 ama pemuja rezim.... Ehhh Sekarang mereka yang kasih plulang balik ke orba 😂😅😂😅😂,prabowo oposisi selalu teriakin orde orde puja pemerintah kasih plulang balik orde emo_laugh emo_other emo_laugh emo_other emo_laugh,positif
Ugyj_h7kyDrU5DsPovB4AaABAg,7CLZkPwhEG4,"kalau untuk kebaikan negara menuju keamanan,berastas premanisme, dll apa salahnya",baik negara tuju aman berastas preman salah,positif
UgxqYE-WHVUxM9KJVaZ4AaABAg,7CLZkPwhEG4,Bagi rakyat yg penting ..negara aman damai...ekonomi baik2 saja dan rakyat tdk terimidasi ..,rakyat penting negara aman damai ekonomi baik baik rakyat tidak terimidasi,positif
UgxvwoufCdjf9KWgpUl4AaABAg,MxCqHoldj2Y,Saya mendukung UUD TNI. Jangan dengarin mahasewa pesanan otak asing kompungan kurang ajar perusak negara.,dukung uu_tni jangan dengarin mahasewa pesan otak asing kompungan kurang ajar usak negara,positif
UgwY8qvcSPNG1FQTP4x4AaABAg,sg8Mzx0fZbU,Indonesia harus segera mengadakan RUU TNI. Supaya aman damai seperti zaman orba,indonesia segera ruu_tni aman damai zaman orde,positif
UgyPlIqdeVfsmt1s3QJ4AaABAg,7CLZkPwhEG4,Berarti yg terganggu asn bukan rakyat.rakyat sih biasa aja.saya  dukung UUD tni,arti ganggu asn bukan rakyat rakyat biasa dukung uu_tni,positif
UgwSeARDDXMedx-jAzd4AaABAg,7CLZkPwhEG4,Terimakasih atas disahkan uu abri rakyat rindu orde baru aman tentram  tertib,terima kasih atas sah uu abri rakyat rindu orde aman tentram tertib,positif
UgyIEMLfhH31vBsXbLp4AaABAg.AG7WaAiczqvAG7dv1k3r2i,7CLZkPwhEG4,Setuju.. jaman orba rakyat aman sentosa..,setuju jaman orde rakyat aman sentosa,positif
